fid;nama tempat;url tempat;alamat;nomor telepon;latitude;longitude;latilong;kategori gmaps;website;rating;review terbaru;status review;input direktori;modifikasi;kk;gid;bstt;luas;bsbtt;idsls;kdkab;kdkec;kdsls;nmkab;nmkec;nmsls;bstt_k;kddesa;kdprov;khusus;muatan;nmdesa;nmprov;posisi;segmen;subsls;sumber;dom_sls;periode;tingkat;idsubsls;nm_gedung;wil_campur
23064;Bengkel mobil 24 jam;https://www.google.com/maps/place/Bengkel+mobil+24+jam/@-1.2490084,116.8477215,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14723fbf54f91:0x3e1e694ddf806f7a!8m2!3d-1.2490084!4d116.8477215!16s%2Fg%2F11px38yhc_?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Jl.di panjaitan rt.47 no.22 kel, Gg. Bukit Merah No.1, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76124;0895-7117-82888;-1,2490084;116,8477215;-1.2490084,116.8477215;Bengkel Mobil;Website tidak ditemukan;3,7;setahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23065;Endhifa Bakery Balikpapan;https://www.google.com/maps/place/Endhifa+Bakery+Balikpapan/@-1.2481831,116.8480668,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14721ccb44389:0xd272a53339b22622!8m2!3d-1.2481831!4d116.8480668!16s%2Fg%2F11nxr2xjzh?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Unnamed Road, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;0812-5409-1024;-1,2481831;116,8480668;-1.2481831,116.8480668;Toko Roti;instagram.com;4,6;10 bulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23066;Dragon Reflexiologi & LionCafe;https://www.google.com/maps/place/Dragon+Reflexiologi+%26+LionCafe/@-1.2483985,116.8472665,17z/data=!4m6!3m5!1s0x2df147f932f68ce7:0x53d13e2e9e3cc803!8m2!3d-1.2483985!4d116.8472665!16s%2Fg%2F11s837gnxd?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;sebelah GPDI Smirna ( Gunung Guntur, Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76124;0815-4587-0007;-1,2483985;116,8472665;-1.2483985,116.8472665;Tukang Pijat Refleksi;Website tidak ditemukan;4,4;7 bulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23067;Sewa pick up lepas kunci;https://www.google.com/maps/place/Sewa+pick+up+lepas+kunci/@-1.2485049,116.8473366,17z/data=!4m6!3m5!1s0x2df1471ea35abd9b:0xedbfad7836719ca6!8m2!3d-1.2485049!4d116.8473366!16s%2Fg%2F11tsdzg9vf?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;QR2W+HWF, Jl. D.I Panjaitan No.RT.47, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76122;0823-2000-7060;-1,2485049;116,8473366;-1.2485049,116.8473366;Agen Sewa Mobil;Website tidak ditemukan;5,0;2 bulan lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23068;Toko Ayu Basri;https://www.google.com/maps/place/Toko+Ayu+Basri/@-1.2486344,116.8472902,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147646e2a29ab:0x780551b7bf973635!8m2!3d-1.2486344!4d116.8472902!16s%2Fg%2F11qh0t0d2b?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;QR2W+GWV, Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;Nomor telepon tidak ditemukan;-1,2486344;116,8472902;-1.2486344,116.8472902;Minimarket;Website tidak ditemukan;5,0;;Ulasan terbaru tanpa label 'NEW';mini market di Balikpapan Tengah;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23069;Multi Media Sarana;https://www.google.com/maps/place/Multi+Media+Sarana/@-1.2479388,116.8468011,17z/data=!4m6!3m5!1s0x2df14652c7a9ddad:0xa2f353d05f27e55e!8m2!3d-1.2479388!4d116.8468011!16s%2Fg%2F1pzvxjdvy?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;JL. Jenderal DI Panjaitan, No. 112 RT. 047, Gunungsari Ulu, Balikpapan Tengah, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76122;(0542) 740471;-1,2479388;116,8468011;-1.2479388,116.8468011;Biro Iklan;Website tidak ditemukan;3,4;4 bulan lalu;Ulasan terbaru tanpa label 'NEW';biro iklandi kota balikpapan;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23070;QBLAT LAUNDRY;https://www.google.com/maps/place/QBLAT+LAUNDRY/@-1.2490562,116.8474723,17z/data=!4m6!3m5!1s0x2df1470056452b35:0x1cbb985d37404960!8m2!3d-1.2490562!4d116.8474723!16s%2Fg%2F11y3595hk2?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76122;0822-5473-4141;-1,2490562;116,8474723;-1.2490562,116.8474723;Layanan Binatu;Website tidak ditemukan;4,0;10 bulan lalu;Ulasan terbaru tanpa label 'NEW';layanan pembersihan karpetdi kota balikpapan;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23071;Rachmad Jasa Bangunan;https://www.google.com/maps/place/Rachmad+Jasa+Bangunan/@-1.247624,116.848335,17z/data=!4m6!3m5!1s0x2df147deb3b3659b:0x8b90cf8ded68bb52!8m2!3d-1.247624!4d116.848335!16s%2Fg%2F11szdfpqc_?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;QR2X+Q78, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;0851-0122-4289;-1,247624;116,848335;-1.247624,116.848335;Perhimpunan Pengembang Perumahan;Website tidak ditemukan;5,0;3 tahun lalu;Ulasan terbaru tanpa label 'NEW';pengembang real estatdi kota balikpapan;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23072;GPdI Smirna Balikpapan;https://www.google.com/maps/place/GPdI+Smirna+Balikpapan/@-1.24859,116.8472867,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146531312eaab:0xf8fa7524c94e2ca!8m2!3d-1.24859!4d116.8472867!16s%2Fg%2F11bzq3ddzx?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;Jl. D.I Panjaitan No.2, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;0813-4661-1979;-1,24859;116,8472867;-1.24859,116.8472867;Gereja;Website tidak ditemukan;4,9;5 tahun lalu;Ulasan terbaru tanpa label 'NEW';organisasi persaudaraandi kota balikpapan;19/06/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23073;Gereja GPDI Indonesia;https://www.google.com/maps/place/Gereja+GPDI+Indonesia/@-1.248566,116.8475091,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146539ab8688d:0xa5c706e72debd04d!8m2!3d-1.248566!4d116.8475091!16s%2Fg%2F11cl_5hp9z?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;Jalan di panjaitan rt 047, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;Nomor telepon tidak ditemukan;-1,248566;116,8475091;-1.248566,116.8475091;Tempat Ibadah;Website tidak ditemukan;5,0;7 tahun lalu;Ulasan terbaru tanpa label 'NEW';iLoveMerge1Juni2026;19/06/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23074;MMS Print Shop;https://www.google.com/maps/place/MMS+Print+Shop/@-1.2479419,116.8468036,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14732300d4d7b:0x72ed5c0fc047f5ee!8m2!3d-1.2479419!4d116.8468036!16s%2Fg%2F11h64n4kwf?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;QR2W+RPF, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;Nomor telepon tidak ditemukan;-1,2479419;116,8468036;-1.2479419,116.8468036;Toko Perlengkapan Rumah;Website tidak ditemukan;4,3;5 bulan lalu;Ulasan terbaru tanpa label 'NEW';iLoveMerge1Juni2026;10/07/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23075;Pengisian Tabung Pra Oxygen Balikpapan;https://www.google.com/maps/place/Pengisian+Tabung+Pra+Oxygen+Balikpapan/@-1.2481127,116.8470563,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1471504ff51f9:0xc6404001b94aa1a!8m2!3d-1.2481127!4d116.8470563!16s%2Fg%2F11t_hs9jnm?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyOC4wIKXMDSoASAFQAw%3D%3D;Jl. D.I Panjaitan, RT.47/RW.N0 7, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76123;0811-532-653;-1,2481127;116,8470563;-1.2481127,116.8470563;Pemasok peralatan oksigen;Website tidak ditemukan;5,0;setahun lalu;Ulasan terbaru tanpa label 'NEW';iLoveMerge1Juni2026;17/06/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23076;Oemahlaundry;https://www.google.com/maps/place/Oemahlaundry/@-1.2486709,116.8473069,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14700596993a7:0xecd844959e43adc0!8m2!3d-1.2486709!4d116.8473069!16s%2Fg%2F11m5kch4vd?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYwMS4wIKXMDSoASAFQAw%3D%3D;Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;0878-7129-8032;-1,2486709;116,8473069;-1.2486709,116.8473069;Layanan Binatu;Website tidak ditemukan;5,0;18 jam lalu;Ulasan terbaru berlabel 'NEW';iLoveMerge;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23077;Pegadaian Bonto Bolaeng;https://www.google.com/maps/place/Pegadaian+Bonto+Bolaeng/@-1.2482905,116.8471591,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14653124f5de5:0x1b2a8cf259d16439!8m2!3d-1.2482905!4d116.8471591!16s%2Fg%2F1hm25fnwc?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoASAFQAw%3D%3D;QR2W+MVM, Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76122;Nomor telepon tidak ditemukan;-1,2482905;116,8471591;-1.2482905,116.8471591;Toko Gadai;Website tidak ditemukan;5,0;sebulan lalu;Ulasan terbaru tanpa label 'NEW';pakboss-Merge (3);28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23078;Hijrana. CV;https://www.google.com/maps/place/Hijrana.+CV/@-1.2484268,116.847203,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146539c714ee3:0x82f2f3d9cf622f8e!8m2!3d-1.2484268!4d116.847203!16s%2Fg%2F1pzpyvvsb?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYwOC4wIKXMDSoASAFQAw%3D%3D;QR2W+JVG, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;(0542) 738977;-1,2484268;116,847203;-1.2484268,116.847203;Perawatan Hewan;Website tidak ditemukan;4,4;9 bulan lalu;Ulasan terbaru tanpa label 'NEW';dokter hewandi balikpapan utara;17/06/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23079;Mapssapta Store;https://www.google.com/maps/place/Sapta+store/@-1.248643,116.8473006,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1476f0a7de7c9:0xca6fc8a3208c3622!8m2!3d-1.248643!4d116.8473006!16s%2Fg%2F11pwwlxjfc?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYwOS4wIKXMDSoASAFQAw%3D%3D;Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;0821-5444-4434;-1,248643;116,8473006;-1.248643,116.8473006;Toko Pakaian Wanita;Website tidak ditemukan;5,0;;Ulasan terbaru tanpa label 'NEW';toko pakaian wanitadi balikpapan utara;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23080;Jual Kambing Yahyaddin;https://www.google.com/maps/place/Jual+Kambing+Yahyaddin/@-1.2480056,116.8468744,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147a6eb8179e9:0xb4f533cb859bbf9!8m2!3d-1.2480056!4d116.8468744!16s%2Fg%2F11qlcf0z2d?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;QR2W+QPX, Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;0811-533-039;-1,2480056;116,8468744;-1.2480056,116.8468744;Peternak;Website tidak ditemukan;4,8;2 minggu lalu;Ulasan terbaru berlabel 'NEW';grosir daging di balikpapan utara;17/06/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23081;back2use_;https://www.google.com/maps/place/back2use_/@-1.2482303,116.8478289,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1470e299a8fa3:0xe0b018c647e7e09b!8m2!3d-1.2482303!4d116.8478289!16s%2Fg%2F11vwwwd9_z?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;Jl. D.I Panjaitan No.6, RT.47, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76124;0813-4572-1807;-1,2482303;116,8478289;-1.2482303,116.8478289;Toko Pakaian;Website tidak ditemukan;5,0;setahun lalu;Ulasan terbaru tanpa label 'NEW';toko pakaian vintage di balikpapan utara;17/06/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23082;CV Yordan AC Balikpapan;https://www.google.com/maps/place/CV+Yordan+AC+Balikpapan/@-1.2478884,116.8467711,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1473bc673e161:0x4e2bdae9eb15f8f2!8m2!3d-1.2478884!4d116.8467711!16s%2Fg%2F11g1mw4w0g?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D;Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;(0542) 416955;-1,2478884;116,8467711;-1.2478884,116.8467711;Insinyur Elektro;facebook.com;5,0;3 bulan lalu;Ulasan terbaru tanpa label 'NEW';insinyur di balikpapan utara;19/06/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23083;Faeyza Jewellery & Seserahan;https://www.google.com/maps/place/Faeyza+Jewellery+%26+Seserahan/@-1.2490312,116.847695,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147fb3ac5b9b9:0xbbfaf5866935bcc!8m2!3d-1.2490312!4d116.847695!16s%2Fg%2F11q4mb8x27?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYxNi4wIKXMDSoASAFQAw%3D%3D;Jalan Gg. Bukit Merah 1 No.28 RT 47, Bonto Bulaeng, Balikpapan Tengah, Balikpapan City, East Kalimantan 76124;0877-7474-3644;-1,2490312;116,847695;-1.2490312,116.847695;Toko Perhiasan Kostum;instagram.com;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;jewelry manufacturer di balikpapan utara;23/06/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23084;Homemade Food A & V;https://www.google.com/maps/place/Homemade+Food+A+%26+V/@-1.2476878,116.846914,17z/data=!4m6!3m5!1s0x2df147996bbcefcd:0xfd5b743ca987c7c5!8m2!3d-1.2476878!4d116.846914!16s%2Fg%2F11h7pzs85f?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D;Gg. Bukit Merah, Jl. D.I Panjaitan, RT.47, RW No.114, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76124;0896-8720-6199;-1,2476878;116,846914;-1.2476878,116.846914;Toko Makanan;Website tidak ditemukan;4,8;5 tahun lalu;Ulasan terbaru tanpa label 'NEW';a_u00e7a_u00ed shop di balikpapan utara;09/07/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23085;Uci Jaya Beckled;https://www.google.com/maps/place/Uci+Jaya+Beckled/@-1.2471658,116.8468398,17z/data=!3m1!4b1!4m6!3m5!1s0x2df1464fe080a9fb:0x71b4799c448ef715!8m2!3d-1.2471658!4d116.8468398!16s%2Fg%2F1pztwlv0c?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D;Jl. Sumber Rejo I No.40, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76114;0813-4667-9919;-1,2471658;116,8468398;-1.2471658,116.8468398;Toko Mebel;Website tidak ditemukan;4,0;sebulan lalu;Ulasan terbaru tanpa label 'NEW';dealer kursi di balikpapan utara;09/07/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23086;Kursilipatbalikpapan;https://www.google.com/maps/place/Kursilipatbalikpapan/@-1.2482405,116.8478353,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147005246346d:0x1691397947ced8b5!8m2!3d-1.2482405!4d116.8478353!16s%2Fg%2F11x677ztz9?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D;Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur;0813-4572-1807;-1,2482405;116,8478353;-1.2482405,116.8478353;Toko Kursi;instagram.com;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;dealer kursi di balikpapan utara;09/07/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23087;Buna Store;https://www.google.com/maps/place/Buna+Store/@-1.2476049,116.8473301,17z/data=!3m1!4b1!4m6!3m5!1s0x2df147ee3df9c019:0x37300dad7aa8470a!8m2!3d-1.2476049!4d116.8473301!16s%2Fg%2F11wpw98ygl?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDYzMC4wIKXMDSoASAFQAw%3D%3D;Jalan D. I. Panjaitan RT 47, Gg. Bukit Merah IV No.18, Kota Balikpapan, Kalimantan Timur 76124;0856-5132-2990;-1,2476049;116,8473301;-1.2476049,116.8473301;Toko Buku;Website tidak ditemukan;5,0;8 bulan lalu;Ulasan terbaru tanpa label 'NEW';buku di balikpapan utara;10/07/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23088;Multimedia Sinergi;https://www.google.com/maps/place/Multimedia+Sinergi/@-1.2479395,116.8468237,17z/data=!3m1!4b1!4m6!3m5!1s0x2df146530aa8f013:0x17d1e82619af891e!8m2!3d-1.2479395!4d116.8468237!16s%2Fg%2F11dxf0x7s_?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D;QR2W+RPG, Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;0812-1818-9141;-1,2479395;116,8468237;-1.2479395,116.8468237;Kantor Perusahaan;Website tidak ditemukan;3,9;2 minggu lalu;Ulasan terbaru berlabel 'NEW';kantor belakang di balikpapan utara;10/07/2025;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23089;Rendra Jaya Motor;https://www.google.com/maps/place/Rendra+Jaya+Motor/@-1.249081,116.847428,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14653879f6bff:0x1e6d02a13ff6c912!8m2!3d-1.249081!4d116.847428!16s%2Fg%2F1pzr9z3zj?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDcwNi4wIKXMDSoASAFQAw%3D%3D;QR2W+9X7, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76113;0852-5210-8952;-1,249081;116,847428;-1.249081,116.847428;Bengkel Mobil;Website tidak ditemukan;Rating tidak ditemukan;Tanggal ulasan tidak ditemukan;Tidak ada ulasan ditemukan;Bengkel perbaikan rv di balikpapan barat;28/05/2023;;213513;;0,046064858;;6,47104E+13;71;040;0047;BALIKPAPAN;BALIKPAPAN TENGAH;RT 047;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23090;Toko Sembako Tata;https://www.google.com/maps/place/Toko+Sembako+Tata/@-1.2463128,116.8447947,17z/data=!3m1!4b1!4m6!3m5!1s0x2df14652c5ab4785:0xa8e0b2758b84d6ab!8m2!3d-1.2463128!4d116.8447947!16s%2Fg%2F11gf98dqz5?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;QR3V+FWF, Jl. D.I Panjaitan, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76122;Nomor telepon tidak ditemukan;-1,2463128;116,8447947;-1.2463128,116.8447947;Toko Swalayan;Website tidak ditemukan;4,5;setahun lalu;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;213514;;0,02797583;;6,47104E+13;71;040;0004;BALIKPAPAN;BALIKPAPAN TENGAH;RT 004;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
23091;Service Ac mobil terbaik CV.BAL (Buana Agung Lestari);https://www.google.com/maps/place/Service+Ac+mobil+terbaik+CV.BAL+(Buana+Agung+Lestari)/@-1.2477967,116.8454656,17z/data=!4m6!3m5!1s0x2df14766db7337a3:0x5a06f6b459cfe8da!8m2!3d-1.2477967!4d116.8454656!16s%2Fg%2F1hc29b0wp?authuser=0&hl=id&entry=ttu&g_ep=EgoyMDI1MDUyMS4wIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D;Jl. D.I Panjaitan No.141, Sumber Rejo, Kec. Balikpapan Tengah, Kota Balikpapan, Kalimantan Timur 76124;0812-5878-880;-1,2477967;116,8454656;-1.2477967,116.8454656;Bengkel Mobil;Website tidak ditemukan;4,9;;Ulasan terbaru tanpa label 'NEW';balikpapan;28/05/2023;;213514;;0,02797583;;6,47104E+13;71;040;0004;BALIKPAPAN;BALIKPAPAN TENGAH;RT 004;;005;64;;;SUMBER REJO;KALIMANTAN TIMUR;;;;;;2023_1;;;;
